PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
RESULT_TYPE,,,,,,,,STRING,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Additional comments
1,461516289,162644243,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N=CC3=CN(C4=CC=CC=C43)C(=O)C5=CC=C(C=C5)Cl,Unspecified,,,Potential missing data,Activity,Toxic
2,461516514,162644404,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N=CC3=CN(C4=CC=CC=C43)C(=O)C5=CC=CC=C5,Unspecified,,,Potential missing data,Activity,Toxic
3,461523776,1250444,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N=CC3=CN(C4=CC=CC=C43)CC5=CC=CC=C5,Unspecified,,,Potential missing data,Activity,Toxic
4,461539182,162660367,C1=CC=C2C(=C1)C(=CN2C(=O)C3=CC=C(C=C3)Cl)/C=N/N4C=NN=C4,Unspecified,,,Potential missing data,Activity,Toxic
5,461556386,162672410,CC1=CC=C(C=C1)C(=O)N2C=C(C3=CC=CC=C32)C=NC4=C(N(N(C4=O)C5=CC=CC=C5)C)C,Unspecified,,,Potential missing data,Activity,Toxic
