PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,STRING,STRING,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
1,103165570,14484902,C1COC2=CC(=C(C=C21)O)CCCC(=O)O,Inactive,,,Potential missing data,IC50,nM,Not Active
2,103165788,14484943,C1COC2=CC(=C(C=C21)O)OCCCOC3=CC=C(C=C3)CC(=O)O,Inactive,,,Potential missing data,IC50,nM,Not Active
3,103165862,14484936,C1COC2=CC(=C(C=C21)O)OCCCOC3=CC=CC=C3C(=O)O,Inactive,,,Potential missing data,IC50,nM,Not Active
