PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Average Inhibition at 12.3 uM,Standard Deviation,Inhibition at 12.3 uM [1],Inhibition at 12.3 uM [2],Inhibition at 12.3 uM [3]
1697,24789349,3140563,CCN1C(=O)C(N(C1=S)CCC2=CC=C(C=C2)OC)CC(=O)NC3=CC=C(C=C3)OC,Inactive,0,,,-1.31,1.99321,-1.56645,1.25634,-3.60495
1698,24792457,2963792,CS(=O)(=O)N1CCN(CC1)C2=CC=CC=C2NC(=S)NC(=O)C3=CC=CC=C3[N+](=O)[O-],Inactive,0,,,-1.31,1.10895,-2.61004,0.100588,-1.40753
1699,49825670,2199742,C1CN(CCN1C2=CC=CC=C2NC(=O)C3=CC(=CC=C3)F)C(=O)C4=CC=C(C=C4)Cl,Inactive,0,,,-1.31,1.75211,-1.39589,0.882914,-3.40606
1700,103050211,49778135,CCNC(=O)C1(CCN(C1)C(=O)C2=CC(=C(C=C2)OC)OC)C,Inactive,0,,,-1.31,3.03221,-5.48779,1.61092,-0.0461495
1701,24793320,2906399,CS(=O)(=O)N1CCN(CC1)C2=CC=CC=C2[N+](=O)[O-],Inactive,0,,,-1.31,2.85145,-3.38565,-3.26625,2.72201
1702,24835768,135503993,CC(C)CCNC(=O)NC(=O)COC(=O)CCN=C1C2=CC=CC=C2S(=O)(=O)N1,Inactive,0,,,-1.31,1.66753,-1.05076,0.590036,-3.46978
1703,121282443,51358822,C1CN(C2CC1C3=C2C=CC(=C3)N4CCN(CC4)CC5=CC=CC=C5)C(=O)OCC6=CC=CC=C6,Inactive,0,,,-1.31,1.48019,-1.58958,0.62561,-2.96775
1704,56319212,24980667,CC(C)C(C)NC(=O)COC(=O)C1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)OCCO3,Inactive,0,,,-1.32,1.97635,-4.10827,-0.0220262,0.182926
1705,49720290,3010927,CC(=C)[C@@H]1CC[C@]2(C1C3CCC4[C@]5(CC[C@@H](C(C5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C(=O)O,Inactive,0,,,-1.32,1.42613,0.700616,-2.35156,-2.29701
1706,4264459,2236822,CN1C(=NN=C1SCC(=O)NC2=NC=CS2)CSCC3=CC=CC=C3Cl,Inactive,0,,,-1.32,1.83361,1.12701,-1.79139,-3.28885
1707,3712423,692270,CCOC(=O)C1=C(N(N=C1)C2=NC(=CC(=N2)C)C)N,Inactive,0,,,-1.32,2.45798,-3.65089,2.08025,-2.38311
1708,3713676,6603527,CC1=CC=C(C=C1)S(=O)(=O)N2CCCCC2C(=O)N3CCN(CC3)CC4=CC=CC=C4.Cl,Inactive,0,,,-1.32,0.463205,-1.83295,-1.41364,-0.710251
1709,49721729,20927336,CCOC(=O)C1=C(N(C(=C1S(=O)(=O)NC2=C(C=C(C=C2)F)Cl)C)C)C,Inactive,0,,,-1.32,2.39441,1.90504,-2.05868,-3.82061
1710,93577548,45479911,C[C@@]1(CC(=O)C=C[C@H]1NC2=CC=CC=C2)O,Inactive,0,,,-1.33,2.84923,-5.18548,-0.396471,1.60568
1711,17412080,2981900,CC1=CC=C(C=C1)SCC2=CC=C(C=C2)C(=O)NC3=C(C=CC(=C3)[N+](=O)[O-])C,Inactive,0,,,-1.33,1.14135,-1.78442,-2.45078,0.23378
1712,14745845,2360990,C1COCCN1S(=O)(=O)C2=CC=CC(=C2)C(=O)N(CCO)CC3=CC=CC=C3,Inactive,0,,,-1.33,0.682129,-1.68997,-1.93221,-0.379364
1713,7974165,2055851,C1=CC(=CC=C1C(=O)CCC(=O)CCC(=O)O)Cl,Inactive,0,,,-1.34,3.56092,-2.53994,3.49845,-4.97179
1714,844504,646831,CC1=CC(=NC=C1NC(=O)C)NC(=O)C2=CC(=CC=C2)F,Inactive,0,,,-1.35,1.34937,0.236811,-1.22612,-3.06146
1715,4259838,897457,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=NN=C(S2)COC,Inactive,0,,,-1.35,1.357,0.416763,-1.5879,-2.88176
1716,57267388,8195567,C1COCCN1S(=O)(=O)C2=C(C=CC(=C2)NC(=O)CC3=CC=CS3)F,Inactive,0,,,-1.35,2.91932,-5.35784,1.51929,-0.222247
1717,14732878,756972,CCN1CCC2(CC1)NC(CO2)(CO)CO,Inactive,0,,,-1.35,1.8531,0.728651,-1.01762,-3.77296
1718,22408241,4399710,COC1=CC=CC(=C1)NC(=O)C(C2=CC=CC=C2)SC3=NN=C(N3C4=CC=C(C=C4)Cl)C5=CC=NC=C5,Inactive,0,,,-1.36,0.286209,-1.07313,-1.74803,-1.24625
1719,7965929,3422817,CC1=CC=C(C=C1)CCN2CC(CC2=O)C(=O)NCC3=CN=CC=C3,Inactive,0,,,-1.36,1.20708,-2.63117,-1.70825,0.262956
1720,865404,666659,CC1CCCN(C1)C2=NC3=C(N2CCSC4=NC5=CC=CC=C5O4)C(=O)N(C(=O)N3C)C,Inactive,0,,,-1.36,2.9985,-0.931054,2.07831,-5.22872
1721,49722043,135584583,C1CN(CCC1C2=NC3=C(C(=O)N2)N=NN3CC4=CC5=C(C=C4)OCCO5)S(=O)(=O)C6=CC=CC=C6,Inactive,0,,,-1.36,1.39391,-0.0318938,-3.28599,-0.763634
1722,14726725,976967,CC1=CC=C(C=C1)C(=O)N2CCN(CC2)C(=O)N3CCOCC3,Inactive,0,,,-1.36,2.08154,-1.6603,1.32402,-3.74837
1723,49717854,2979005,CC1=CC=C(C=C1)NS(=O)(=O)N2CCOCC2,Inactive,0,,,-1.36,1.79274,0.709024,-1.13751,-3.66467
1724,24837046,16196847,CC1=C(C=C(C=C1)S(=O)(=O)N2CCOCC2)NC(=O)CNCC3CCCCC3.C(=O)(C(=O)O)O,Inactive,0,,,-1.36,1.80332,-3.7192,-1.03612,0.661183
1725,24783086,16188051,CC(C)C1=C(C(=NO1)C(=O)N2CCCCCC2)[N+](=O)[O-],Inactive,0,,,-1.37,2.51461,-4.80784,1.12855,-0.416916
1726,24805638,3123947,CC(C)(C)NC(=O)CCCCCCCC(=O)NC(C)(C)C,Inactive,0,,,-1.37,1.00715,-1.43132,-0.103229,-2.56776
1727,4264238,580214,CC1=CC=CC=C1NC(=O)C2CC(=O)N(C2)C3=CC=CC=C3F,Inactive,0,,,-1.37,1.70239,-3.76197,-0.436652,0.0797345
1728,17408250,3101398,C1CC2C(C2(Cl)Cl)CCC3C1C3C(=O)NC4=CC=CC=C4,Inactive,0,,,-1.37,3.36522,-6.0407,1.76731,0.151808
1729,4256665,1297846,CC1=C(C2=NSN=C2C=C1)S(=O)(=O)N3CCN(CC3)CCC4=CC=CC=C4,Inactive,0,,,-1.38,2.94323,-0.201906,-5.42417,1.49135
1730,3716563,2305115,C1C2CC3CC1CC(C2)(C3)P(=O)(O)O,Inactive,0,,,-1.38,1.73168,0.989954,-2.04902,-3.09229
1731,51086736,18562997,C1=COC(=C1)CNC(=O)CSC2=NN3C(=NN=C3CCNC(=O)C4=CC=C(C=C4)F)C=C2,Inactive,0,,,-1.38,1.83233,-3.95851,-0.360435,0.164053
1732,3712651,2998107,CC1=CC(=CC=C1)NC2=NN=C(S2)SCC3=CN4C=CSC4=N3,Inactive,0,,,-1.39,1.09967,-2.40471,-1.89512,0.140723
1733,49720509,24791244,CCN1C=C(C=N1)CN2CCC(CC2)N3C(=CC=N3)NC(=O)CCOC4=CC=CC=C4,Inactive,0,,,-1.39,4.44099,4.87015,-4.12166,-4.92775
1734,26670614,2385985,COC1=C(C=C(C=C1)[N+](=O)[O-])NS(=O)(=O)C2=C(C=CC(=C2)C(=O)O)OC,Inactive,0,,,-1.39,2.47494,-4.38565,1.67517,-1.4723
1735,7970395,5310206,CCOC(=O)C1=C(C=C(S1)NC(=O)C2CC2)C,Inactive,0,,,-1.4,1.94404,-4.10367,-0.483216,0.385387
1736,22412354,1217147,CCOC(=O)C1=CC(=CC=C1)S(=O)(=O)N2CCCC2,Inactive,0,,,-1.4,1.75473,1.05372,-2.93938,-2.32023
1737,17432391,2834558,CC1=CC=C(C=C1)C(C(Cl)Cl)NC(=O)C2=CC=CC=C2,Inactive,0,,,-1.4,0.223176,-1.39653,-1.68,-1.13346
1738,89852407,2370063,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=CC=C(S3)Br,Inactive,0,,,-1.41,1.51841,-3.52296,-0.0343658,-0.661835
1739,4249120,3243114,CCN1C2=CC=CC=C2C(=CC1=O)OCC(=O)NCC3=CC=CO3,Inactive,0,,,-1.41,2.02216,-0.492883,0.475497,-4.21556
1740,26661323,135464463,CC1=C(C=C(C=C1)NC(=O)CSC2=NC(=CC(=O)N2)C)S(=O)(=O)N3CCCCC3,Inactive,0,,,-1.41,0.370088,-1.86204,-1.4185,-0.955588
1741,49675565,4848018,CCCN1C(=C(C(=O)NC1=O)N(CCOC)C(=O)C2=CC(=C(C=C2)[N+](=O)[O-])C)N,Inactive,0,,,-1.41,3.47296,-5.69488,2.81156,-1.35929
1742,24804647,1095027,C1COCCN1C2=CC=C(C3=NON=C23)N,Inactive,0,,,-1.42,1.15104,-0.227604,-2.97358,-1.04674
1743,143472324,53384730,CC1=C(C(=NO1)C2=CC=C(C=C2)Cl)C3=NN(C=C3)S(=O)(=O)C4=CC=CC=C4,Inactive,0,,,-1.42,2.33952,1.45885,-4.27154,-1.4524
1744,49718887,24790499,C1CC(=O)N(CC1C(=O)NCCC2=NC=CS2)CC3=CC(=CC=C3)C(F)(F)F,Inactive,0,,,-1.42,3.28158,0.860244,0.936224,-6.06275
1745,24837978,3485661,CN1C=CC=C1C(=O)OCC(=O)NC2=CC(=CC=C2)S(=O)(=O)N3CCOCC3,Inactive,0,,,-1.43,1.49632,-2.84194,-2.07953,0.64401
1746,24800267,16191936,CC1=CC(=CC=C1)N2C=C(C(=N2)C3=CC(=CC=C3)F)CN(C)CC4=NC=CN4C,Inactive,0,,,-1.43,1.96135,-1.67555,-3.69463,1.0903
1747,49724630,2996815,COC1=CC=CC=C1C(=O)NC2=CC=CC(=C2)C(=O)N3CCOCC3,Inactive,0,,,-1.43,1.71837,-3.66097,-1.1445,0.519271
1748,24818450,4219415,CC1=CSC(=C1N2C=CC(=C2)C(=O)C(=O)N(C)C)C(=O)OC,Inactive,0,,,-1.43,0.761119,-2.50612,-0.944845,-0.843052
1749,859256,660557,CCCCOC(=O)N1C2=C(C=C(C=C2)S(=O)(=O)N3CCCCC3)OC1=O,Inactive,0,,,-1.43,2.06467,-0.0513944,0.105436,-4.35071
1750,49715069,24789579,CC(C)C1=CC=C(C=C1)NC(=O)C2=CC(=CC=C2)NC3=NC4CS(=O)(=O)CC4S3,Inactive,0,,,-1.43,4.81075,0.207062,3.46545,-7.97098
1751,17415946,2900488,CC1=CC(=CC=C1)C(=O)N2CCN(CC2)C3=CC(=C(C=C3)[N+](=O)[O-])NCC4=CC=CO4,Inactive,0,,,-1.43,0.76434,-0.36204,-1.85013,-2.09004
1752,49733293,3157054,COC1=C(C=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)N3CCOCC3)OC,Inactive,0,,,-1.43,0.906959,-1.01411,-0.594942,-2.69392
1753,49724259,24792098,C1CC(CN(C1)C(=O)C2=CN=CC=C2)NC3=CC=C(C=C3)F,Inactive,0,,,-1.44,1.30093,-1.96863,-2.69777,0.353285
1754,49817438,16259765,CC1=NC(=C(S1)CC(=O)N2CCN(CC2)S(=O)(=O)C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,Inactive,0,,,-1.44,0.809201,-1.0941,-0.664667,-2.55519
1755,49644042,3205193,CC1=CC(=C(C=C1)C)N(CC(=O)NCCOC)C(=O)CCC(=O)NC2=CC=CC=N2,Inactive,0,,,-1.44,1.99794,-2.30617,1.32445,-3.33286
1756,49669193,3973683,CC1=C(C(NC(=O)N1)C2=CC(=C(C=C2)OC)OC)C(=O)OCC3CCCCC3,Inactive,0,,,-1.45,2.21675,-4.03829,-1.67521,1.37702
1757,24783089,16188054,CC(C)C1=C(C(=NO1)C(=O)N2CCOCC2)[N+](=O)[O-],Inactive,0,,,-1.45,2.63203,0.711096,-5.15348,0.0981348
1758,24794638,2984381,CC(C)OC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)[N+](=O)[O-],Inactive,0,,,-1.45,2.45777,-4.24825,1.73453,-1.83788
1759,24837734,2113324,C1CCC2=NS(=O)(=O)C3=C(N2CC1)C=C(C(=C3)C(=O)O)Cl,Inactive,0,,,-1.45,1.762,0.641452,-1.32476,-3.66902
1760,22414167,2718854,CCOC(=O)C1=CSC(=N1)NNC=O,Inactive,0,,,-1.45,2.02405,0.319497,-4.28512,-0.391057
1761,17409477,1483403,CN(C)/C=C(/C(=O)C1=CC=C(C=C1)Cl)\S(=O)(=O)C2=CC=CC=C2,Inactive,0,,,-1.45,2.23446,-4.39489,-0.985028,1.01777
1762,26660181,757310,CCOC1=NC=NC2=C1SC3=C2C=C4COC(CC4=N3)(C)C,Inactive,0,,,-1.45,2.07991,-4.2407,0.755638,-0.879706
1763,22403980,5349398,CC1=CC=C(C=C1)/C(=N/OC(=O)C2=C(C=C(C=C2)Cl)Cl)/N,Inactive,0,,,-1.46,2.10912,1.51196,-3.20222,-2.67546
1764,4252371,3245932,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NCC2=CN3C=CSC3=N2,Inactive,0,,,-1.46,0.630285,-1.97915,-1.82139,-0.570233
1765,14743638,2334634,CCOC1=CC=C(C=C1)S(=O)(=O)N(C)C2=CC=C(C=C2)OCC(=O)N3CCOCC3,Inactive,0,,,-1.46,1.74264,-3.10639,-2.22633,0.950924
1766,160654054,70679908,C1CCC(CC1)NC(=O)C2(CCC2)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)NCC(C5=CC=CC=C5)C6=CC=CC=C6,Inactive,0,,,-1.46,3.50971,-4.3106,3.4827,-3.55716
1767,47199219,1006871,CC1=CC=CC=C1CN(C2=CC=C(C=C2)C(=O)NC3=CC=C(C=C3)NC(=O)C)S(=O)(=O)C,Inactive,0,,,-1.46,1.9287,1.05481,-1.8102,-3.6309
1768,26664588,262502,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC(=O)C)C)C)C)NC1,Inactive,0,,,-1.47,1.86226,-4.09308,0.00123348,-0.304218
1769,864330,665578,CC(C)(C)C1=CC=C(C=C1)C2=NOC(=N2)CCC(=O)N(C)C,Inactive,0,,,-1.47,1.8191,1.00899,-2.09641,-3.31112
1770,24805997,2889481,CC(=O)C1=C(C(=O)N(C1C2=CC=C(C=C2)[N+](=O)[O-])C3=CN=CC=C3)O,Inactive,0,,,-1.47,1.33501,-1.47938,-3.09486,0.175154
1771,49722921,22549986,CC1=CC(=CC=C1)CCNS(=O)(=O)C2=CC3=C(C=C2)SCCN3C(=O)C,Inactive,0,,,-1.47,3.09677,-1.41386,-5.2917,2.29317
1772,49679359,9671011,CC1=NN=C(N1N)N/N=C/C2=CC=CC=C2F,Inactive,0,,,-1.47,3.20868,-5.08551,-2.03987,2.71213
1773,14726409,1114207,CC(C)OC1=CC=C(C=C1)C(=O)NC2=CC(=C(C=C2)NC(=O)C3=CC=CO3)Cl,Inactive,0,,,-1.47,1.87584,1.14787,-3.13979,-2.42649
1774,85146003,44142002,CCN(CC)C(=O)C1=C(N=CN1)C(=O)N[C@H](C)C2=CC=CC=C2,Inactive,0,,,-1.48,0.269922,-1.14402,-1.80519,-1.47721
1775,85304626,2791873,CCOC(=O)C1=CN=C2C=CC(=CC2=C1NCC(C)O)Br,Inactive,0,,,-1.48,3.01097,2.29022,-5.07947,-1.64456
1776,87340480,2887361,CC(=O)C1=CC=C(C=C1)NC(=S)NC(C(Cl)(Cl)Cl)NC(=O)C2=CC=CO2,Inactive,0,,,-1.48,7.76675,8.11419,-10.9082,-1.64518
1777,22401201,4780990,CC1=C(C=C(C=C1)S(=O)(=O)N2CCCCC2)NC(=O)COC3=C(N=C(C=C3)C)[N+](=O)[O-],Inactive,0,,,-1.48,2.04973,-3.9311,1.08562,-1.59813
1778,22401178,4026240,CSCCC(C(=O)OCC(=O)C1=CC=C(C=C1)F)NS(=O)(=O)C2=CC=C(C=C2)Cl,Inactive,0,,,-1.49,2.08075,0.882888,-1.16616,-4.18315
1779,7968188,5309270,CCN(CC1=CC=CC=C1)C(=O)CN2C=C3CCCCC3=N2,Inactive,0,,,-1.49,2.92181,-4.97278,2.17709,-1.6732
1780,22408549,4876014,C1=CC=C(C=C1)SCC(=O)N(C2=CC=C(C=C2)Br)C3=NC=CS3,Inactive,0,,,-1.49,0.193879,-1.75939,-1.31152,-1.39866
1781,50086642,649280,CC(C)C(C1=NN=NN1CC2=CC=C(C=C2)OC)N(CC3=CC=CO3)CC4=CC=CS4,Inactive,0,,,-1.49,2.0155,-4.34118,-0.0267182,-0.105684
1782,851443,654019,COC1=CC=C(C=C1)CNS(=O)(=O)C2=CC=C(C=C2)S(=O)(=O)N3CCCCC3,Inactive,0,,,-1.49,1.37443,-0.898178,-0.186737,-3.39221
1783,24817608,1488248,CN(C1=CC=CC=C1)C(=O)CS(=O)(=O)C2=CC(=CC=C2)Cl,Inactive,0,,,-1.49,2.78298,2.42995,-3.1992,-3.71432
1784,99456376,42889295,CC1=CC=CC=C1NC(=O)C(C)SC2=NN=C(N2CC3=CC=CC=C3)CN4CCCC4,Inactive,0,,,-1.5,0.637103,-0.610889,-2.08458,-1.7924
1785,24840603,2997970,CC(C)CN(C1CCS(=O)(=O)C1)C(=O)COC(=O)CC2=NNC(=O)C3=CC=CC=C32,Inactive,0,,,-1.5,1.57611,-1.66412,0.509049,-3.34098
1786,17413189,2979969,CCNCC1=CC(=C(C=C1Cl)OCC(=O)NCCC2=CC=CC=C2)OCC.Cl,Inactive,0,,,-1.5,2.19538,1.2224,-1.56666,-4.1539
1787,4257217,310548,C1=CC(=CC(=C1)F)C(=O)NCC2=CC=CO2,Inactive,0,,,-1.5,0.841151,-2.28366,-0.332763,-1.88216
1788,24707940,16066542,CC(CC1=CN(N=N1)CC(=O)N2CCN(CC2)C(=O)OC(C)(C)C)O,Inactive,0,,,-1.5,0.726293,-0.492391,-2.17737,-1.82925
1789,49717716,20912355,C1CCC2=NC3=C(N2CC1)N=CN=C3N4CCCC(C4)C(=O)NCC5CCN(CC5)CC6=CC=C(C=C6)Cl,Inactive,0,,,-1.5,3.00729,2.5316,-2.34361,-4.68839
1790,49732789,6487380,CC1=CC=CC=C1NC(=O)N2CCC(CC2)NC(=O)C(CC3=CC(=C(C=C3)OC)OC)NC(=O)C,Inactive,0,,,-1.5,2.5475,-2.28403,-4.15826,1.93341
1791,49815744,24816471,CC(C)C[C@@H](CO)N1CCN(CCC1=O)C,Inactive,0,,,-1.5,2.31985,-4.78199,0.248633,0.0218603
1792,7977318,2270178,C1=CC=C(C=C1)S(=O)(=O)NCCOCCNS(=O)(=O)C2=CC=CC=C2,Inactive,0,,,-1.51,2.20883,-4.42444,-1.01443,0.918439
1793,24819726,1478970,C1=CC(=CC(=C1)NC(=O)CS(=O)CC(=O)O)C(F)(F)F,Inactive,0,,,-1.51,4.69917,-0.274301,-7.78704,3.52174
1794,46501334,23641161,C1CN([C@H](CN1)CC2=CC=C(C=C2)O)CCC34CC5CC(C3)CC(C5)C4,Inactive,0,,,-1.51,1.98259,-2.98502,1.28925,-2.84438
1795,22408983,2092426,COC1=CC=CC=C1/C=C(\C2=CC=CC=C2)/C(=O)OCC(=O)NCC3=CC=CC=C3,Inactive,0,,,-1.52,2.16126,-3.90353,-1.97759,1.33002
1796,17403493,2844383,C1CCC(=NNC(=O)C(=O)NCCC2=CC=CC=C2)C1,Inactive,0,,,-1.52,1.17659,-0.185999,-3.04856,-1.32748
1797,49827258,6471908,COC1=C(C=C(C=C1)S(=O)(=O)N2CCCCC2)C(=O)N3CCCC3,Inactive,0,,,-1.52,1.54112,-3.63978,-0.90284,-0.0197357
1798,51086634,18578712,C1CCC2=C(C1)C(=NC(=O)N2CCN3CCOCC3)SCC(=O)NC4=CC(=CC=C4)[N+](=O)[O-],Inactive,0,,,-1.52,4.73855,-7.96745,0.10978,3.28997
1799,49825531,6529588,CC/C(=N/NC(=O)CNC(=O)C1=C(C=C(C=C1)Cl)Cl)/CC2=CC=CC=C2,Inactive,0,,,-1.52,0.563642,-2.11358,-1.6948,-0.764856
1800,17513595,135517130,CC1=NN=C(S1)SCC(=O)N/N=C(\C)/C2=CC=C(C=C2)O,Inactive,0,,,-1.53,1.88979,0.668927,-3.94496,-1.31405
1801,22408074,1632488,CCOC(=O)C1=C(NC(=C1C)C(=O)CSC2=NC3=C(C(=CS3)C4=CC(=C(C=C4)OC)OC)C(=O)N2CC=C)C,Inactive,0,,,-1.53,0.638655,-1.16467,-2.42889,-0.998809
1802,144090432,60157263,CC(C)[C@H]1C=C2[C@](C[C@@H](C(=O)N2CC3=CC=CC4=CC=CC=C43)CC(=O)NCC#C)([C@H](O1)C5CC5)C(=O)OC,Inactive,0,,,-1.54,1.60626,-3.12934,0.66241,-2.14306
1803,4244929,3239464,CC1(CCC(=O)N1CC2=CN=CC=C2)C(=O)NC3CCCCCCC3,Inactive,0,,,-1.54,0.931856,-1.81014,-0.287564,-2.52158
1804,99360636,315867,C1CC2CC1C3C2C(=O)N(C3=O)CC(=O)O,Inactive,0,,,-1.54,2.27501,1.17516,-4.39242,-1.40386
1805,85304564,2918507,CC1=C(C(=O)N(N1)C2=CC=CC=C2)C(C3=CC(=C(C=C3)O)[N+](=O)[O-])C4=C(NN(C4=O)C5=CC=CC=C5)C,Inactive,0,,,-1.54,1.41353,0.223576,-1.61394,-3.23662
1806,22412819,5210304,CN1C2=CC=CC=C2N=C1N=NC3=CC=CC=C3,Inactive,0,,,-1.54,2.94869,-1.44296,-5.20281,2.0179
1807,136946863,1285022,C1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)CSC3=NN=C(N3CC4=CC=CO4)C5=CC=CC=N5,Inactive,0,,,-1.54,1.75164,-2.41431,-3.11824,0.89916
1808,47199384,867501,C1=CC(=CC=C1[N+](=O)[O-])OC2=CC3=C(C=C2)C(=O)NC3=O,Inactive,0,,,-1.55,2.18791,-4.19594,1.16224,-1.6097
1809,49648879,24747953,CN(C)CCNC(=O)C1=C(ON=C1CSC2=CC=CC(=C2)OC)C(=O)NCCN(C)C,Inactive,0,,,-1.55,2.88419,0.861379,0.0962114,-5.6035
1810,103074028,49789533,C1CCN(C(C1)C2=CC(=NO2)C(=O)NC3=CC=CC=C3)S(=O)(=O)C4=CC=CC=C4,Inactive,0,,,-1.55,1.73053,-2.93568,-2.60246,0.890574
1811,85148544,44143886,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)N3CCCC3)C4=CC=C(C=C4)OC(F)(F)F,Inactive,0,,,-1.56,1.44196,0.0085527,-3.47101,-1.20583
1812,4262084,844176,CN1C(=NN=C1SCC(=O)N2CCOCC2)C3=CC=CC=C3,Inactive,0,,,-1.56,0.749053,-0.865086,-2.59868,-1.21144
1813,7966347,5308174,CC1=CN=C(C=C1)NC(=O)C2CCCN(C2)S(=O)(=O)C3=CC4=C(C=C3)N(C(=O)O4)C,Inactive,0,,,-1.56,0.938394,-0.685814,-2.86308,-1.13629
1814,14727321,828180,CC1=NC2=CC=CC=C2C(=C1)NC(=O)C3=CC(=C(C=C3)OC)OC,Inactive,0,,,-1.57,1.55365,0.536792,-2.06176,-3.17037
1815,24837038,9658789,CC(C)/C(=N/NC1=C(C=C(C=C1)S(=O)(=O)N2CCOCC2)[N+](=O)[O-])/C,Inactive,0,,,-1.57,3.08675,-2.1956,-4.99312,2.48894
1816,47195609,135531616,CCOC1=C(C=CC(=C1)/C=N/NC(=O)N/N=C/C2=CC(=C(C=C2)O)OCC)O,Inactive,0,,,-1.57,3.1483,-5.27921,2.41798,-1.84069
1817,92764416,268726,C1C(=O)NC(=O)N(C1=O)CC2=CC=CC=C2,Inactive,0,,,-1.57,3.55248,2.48036,-6.16863,-1.01533
1818,17508474,988097,CC1=C(C(=CC=C1)NS(=O)(=O)C2=CC3=C(C=C2)C4=C(C3)C=C(C=C4)S(=O)(=O)NC5=CC=CC(=C5C)C)C,Inactive,0,,,-1.57,1.39197,-0.65251,-3.54082,-0.527475
1819,14738719,1327235,COC1=CC=C(C=C1)C(=O)N2CCC(CC2)C(=O)NC3=CC4=C(C=C3)OCCO4,Inactive,0,,,-1.57,1.37573,-0.878237,-3.49605,-0.349439
1820,49676263,4782913,COC1=CC(=C(C=C1)OC)NC(=O)CNC(C2=CC=CC=C2)C3=CC=CC=C3,Inactive,0,,,-1.58,1.68611,-3.58358,0.541497,-1.69773
1821,85200444,44201566,C1C[C@@H]2COC(=O)[C@H](C/C=C\C[C@H](C(=O)N2C1)CC(=O)NCCO)CC3=CC=C(C=C3)F,Inactive,0,,,-1.58,1.02104,-2.84678,-0.3463,-1.55146
1822,859519,6869015,C1=CC(=CC=C1NC(=O)/C=N/O)F,Inactive,0,,,-1.58,1.14563,-2.01417,-2.71864,-0.0139735
1823,17409113,1224851,CC1=C(SC=C1)/C=C\2/C(=O)N=C(S2)N,Inactive,0,,,-1.58,4.41034,-2.64616,-6.37445,4.27063
1824,17388149,11948891,CC1=CC(=CC=C1)OCC(=O)N2CCN(CC2)CC3=CC=NC=C3.C(=O)(C(=O)O)O,Inactive,0,,,-1.58,2.09222,-0.178526,-0.0324872,-4.54198
1825,14722751,1167001,CC1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)S(=O)(=O)NCC3=CC=CO3,Inactive,0,,,-1.58,3.04297,-1.35094,-5.42292,2.0198
1826,17433858,2168482,CC1=C(C2=CC=CC=C2N=C1C3=CC=CC=C3)C(=O)NCC4=CC=CS4,Inactive,0,,,-1.59,2.65034,-3.42752,-3.49219,2.16208
1827,103050665,49778428,C1=CC=C(C=C1)OC2=NC=NC(=C2)NC3=NC(=CS3)C(CC4=CC=C(C=C4)C(F)(F)F)N,Inactive,0,,,-1.59,1.31306,-2.58118,0.269307,-2.44613
1828,57264913,4858604,CC1CC(CN(C1)C(=O)COC(=O)COC2=CC=CC=C2C#N)C,Inactive,0,,,-1.59,0.358057,-1.8798,-1.81374,-1.08937
1829,842933,645204,C1CN(CCC1N2C3=C(C=C(C=C3)C(F)(F)F)N=N2)CC(=O)N4CCC5=CC=CC=C54,Inactive,0,,,-1.6,2.17339,-4.66732,0.0425062,-0.163108
1830,24782479,1245805,CC1=CN=C(S1)NC(=O)C2=CC=NC=C2,Inactive,0,,,-1.6,1.48477,-0.0806397,-3.61381,-1.10026
1831,49680895,3958327,C1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)CC(=O)NC3=CC=C(C=C3)C(=O)N)C4=CC=CC=C4,Inactive,0,,,-1.6,1.34119,0.124581,-1.7753,-3.14645
1832,85148790,44143986,CC1(CC(=CC(=O)C1)C2=CC=C(C=C2)OC3=CC=CC=C3)C,Inactive,0,,,-1.6,1.67768,-2.67295,0.769743,-2.89498
1833,7976452,719559,CCOC(=O)N1CCN(CC1)CCC(=O)NC2=CC=C(C=C2)C,Inactive,0,,,-1.6,3.83116,-5.127,3.72337,-3.40427
1834,99454951,46943073,CC(C)NC(=O)C1(CC2=C(C=CN=C2O1)C3=CC=C(C=C3)C(=O)N)C,Inactive,0,,,-1.6,0.833673,-1.40142,-0.697984,-2.70995
1835,57266253,16253286,CCOC1=CC=CC=C1NC(=O)C2CCCN2C(=O)C3=CC=CS3,Inactive,0,,,-1.61,1.09619,-2.55207,-0.0721969,-2.20378
