PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
RESULT_TYPE,,,,,,,,STRING,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Additional comments
1,103181002,2662,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,Unspecified,,,Potential missing data,GI,Dose-dependent effect
2,103656126,2189542,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)N=NC(=O)C2=CC=NC=C2,Unspecified,,,Potential missing data,GI,Dose-dependent effect
3,174506264,3590533,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)N=NC(=O)C2=CC=CC=C2,Unspecified,,,Potential missing data,GI,Dose-dependent effect
4,174511409,59792059,CC1=CC=C(C=C1)C2=C(N3CC(CC3=C2C4=CC=CC=C4)(C)C)CC(=O)O,Unspecified,,,Potential missing data,GI,Dose-dependent effect
5,174521651,914562,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)N=NC(=O)C2=CN=CC=C2,Unspecified,,,Potential missing data,GI,Dose-dependent effect
