PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
RESULT_TYPE,,,,,,,,STRING,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Additional comments
1,103165570,14484902,C1COC2=CC(=C(C=C21)O)CCCC(=O)O,Unspecified,,,Potential missing data,LogP,Not calculated
2,103165788,14484943,C1COC2=CC(=C(C=C21)O)OCCCOC3=CC=C(C=C3)CC(=O)O,Unspecified,,,Potential missing data,LogP,Not calculated
3,103165832,14484940,C1COC2=CC(=C(C=C21)O)OCCCOC3=CC=CC(=C3)C(=O)O,Unspecified,,,Potential missing data,LogP,Not calculated
4,103165862,14484936,C1COC2=CC(=C(C=C21)O)OCCCOC3=CC=CC=C3C(=O)O,Unspecified,,,Potential missing data,LogP,Not calculated
