PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,STRING,STRING,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
1,103297774,44322888,CCCCCCCC/C=C\C=C\C=C\C(CCC/C=N/O)O,Inactive,,,Potential missing data,IC50,nM,Not Active
2,103298484,44323237,CCCCC/C=C\C/C=C\C=C\C=C\C(CCC/C=N/O)OC,Inactive,,,Potential missing data,IC50,nM,Not Active
3,103298567,44323276,CCCCC/C=C\C/C=C\C=C\C=C\[C@H](CCC/C=N/O)O,Inactive,,,Potential missing data,IC50,nM,Not Active
