PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Standard Units
23,404704344,145984975,CCC(C)C1=CC=C(C=C1)C(C)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)C#N,Unspecified,,,,Activity,=,33.6,%
24,404704345,145984976,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)C5=CC=CC=C5C(=O)O,Unspecified,,,,Activity,=,65.03,%
25,404704559,145985135,CC(C)CCC1=CC=C(C=C1)C(C)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)C#N,Unspecified,,,,Activity,=,87.2,%
26,404704561,145985137,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)CCC(=O)O,Unspecified,,,,Activity,=,0,%
27,404704709,145985235,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)C(=O)N,Unspecified,,,,Activity,=,0,%
28,404704811,145985303,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)C5=CC=C(C=C5)C(=O)O,Unspecified,,,,Activity,=,0,%
29,404705554,145985815,C1=CC=C(C(=C1)CN2C3=C(C=C(C=C3)C#N)N=C2CCC4=CC=C(C=C4)C5=CN=C(C=C5)N)Cl,Unspecified,,,,Activity,=,1.4,%
30,404705557,145985817,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)C5=NNN=N5,Unspecified,,,,Activity,=,0,%
31,404705763,145985963,C1=CC=C(C(=C1)CN2C3=C(C=C(C=C3)C#N)N=C2CCC4=CC=C(C=C4)C5=NN=C(C=C5)N)Cl,Unspecified,,,,Activity,=,25.6,%
32,404705803,145985990,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)C(=S)N,Unspecified,,,,Activity,=,0.45,%
33,404705816,145986003,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=C(C=CC=C3N2CC4=CC=CC=C4Cl)CC(=O)O,Unspecified,,,,Activity,=,49.28,%
34,404706172,145986249,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)S(=O)(=O)N,Unspecified,,,,Activity,=,16.79,%
