PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Standard Units
23,469809124,164616480,CC1=CC(=CC2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C3COC(OC3)C4=CC(=C(C=C4)OC)OC)O,Unspecified,,,,Activity,=,12.7,%
24,469810550,53481452,CC1=C(C2=C(CC[C@@](O2)(C)CC/C=C(\C)/CC/C=C(\C)/CCC(=O)O)C(=C1O)C)C,Unspecified,,,,Activity,=,11.5,%
25,469811165,164617967,CC1=C2CC[C@@](OC2=C(C(=C1O)C=O)C)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C3COC(OC3)C4=CC(=C(C=C4)OC)OC,Unspecified,,,,Activity,=,58.7,%
26,469811943,164618529,CC1=CC(=C(C2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(CO)CO)CN3CCOCC3)O,Unspecified,,,,Activity,=,3.9,%
27,469812402,164618866,CC1=CC(=C(C2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/C(=O)OC)C(=O)OC)O,Unspecified,,,,Activity,=,54.5,%
28,469813388,164619582,CC1=C2CC[C@@](OC2=C(C(=C1O)C=O)C)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(CO)CO,Unspecified,,,,Activity,=,8.9,%
29,469813557,164619695,CC1=CC(=CC2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCCC(C)C(=O)O)OC,Unspecified,,,,Activity,=,98.1,%
30,469814014,164620012,CC1=CC(=CC2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCCC(C)C(=O)OC)OC,Unspecified,,,,Activity,=,88.7,%
31,469815446,53481464,CC1=C(C=C2CC[C@@](OC2=C1C)(C)CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/C(=O)O)O,Unspecified,,,,Activity,=,4.1,%
32,469817214,164622348,CC1=CC(=C(C2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(CO)CO)CN3CCCCC3)O,Unspecified,,,,Activity,=,5.1,%
33,469818842,164623520,CC1=CC(=C(C2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(CO)CO)CN(C)C)O,Unspecified,,,,Activity,=,3.7,%
34,469819130,126647958,CC1=CC(=C(C2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(CO)CO)C)O,Unspecified,,,,Activity,=,0,%
35,469819264,164623831,CC1=CC(=CC2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(CO)CO)OCC(=O)N,Unspecified,,,,Activity,=,99.8,%
36,469819582,164624068,CC1=CC(=CC2=C1O[C@](CC2)(C)CCCC(C)CCCC(C)CCCC(CO)CO)O,Unspecified,,,,Activity,=,53.1,%
37,469819661,164624129,CC1=CC(=CC2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCCC(C)C(=O)OC)O,Unspecified,,,,Activity,=,5.8,%
38,469820778,164624912,CC1=CC(=CC2=C1O[C@](CC2)(C)CCC=C(CO)CO)O,Unspecified,,,,Activity,=,79.7,%
39,469823747,164626523,CC1=CC(=C(C2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C3COC(OC3)C4=CC=C(C=C4)[N+](=O)[O-])CO)O,Unspecified,,,,Activity,=,14,%
40,469823975,164626681,CC1=CC(=CC2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C3COC(OC3)C4=CC(=C(C=C4)OC)OC)OCCCC(=O)O,Unspecified,,,,Activity,=,83,%
41,469825179,164627248,CC1=CC(=C(C2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/C(=O)O)CN(C)C)O,Unspecified,,,,Activity,=,7.9,%
42,469826018,164627695,CC1=CC(=CC2=C1O[C@](CC2)(C)CC/C=C(\C)/CCC(C(C)(CCC=C(CO)CO)O)O)O,Unspecified,,,,Activity,=,12.2,%
43,469826520,164627963,CC1=CC(=CC2=C1O[C@](CC2)(C)CC/C=C(\C)/C(=O)O)O,Unspecified,,,,Activity,=,56.4,%
44,469826674,164628070,CCOC(=O)C1=CC2=C(C=C(C3=C2CC[C@@](O3)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(CO)CO)C)OC1=O,Unspecified,,,,Activity,=,29.3,%
45,469827903,126647966,CC1=C(C(=C(C2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(CO)CO)CN3CCN(CC3)C)O)CN4CCN(CC4)C,Unspecified,,,,Activity,=,50.3,%
46,469827935,164628663,CC1=CC(=CC2=C1O[C@](CC2)(C)CC/C=C/C(=O)O)O,Unspecified,,,,Activity,=,65.3,%
47,469839351,126647961,CC1=CC(=C(C2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(CO)CO)CN3CCN(CC3)C)O,Unspecified,,,,Activity,=,16,%
