PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Standard Units
24,103225420,10248938,COC1=CC(=C(C=C1)CC2=CC3=C(C(=C2)O)C(=O)C4=C(C3)C=CC=C4O)OC,Unspecified,,,,DD,=,0.32,uM of MDA mM-1
25,103225523,10335901,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC(=C3O)CC4=CC=CC=C4,Unspecified,,,,DD,<,0.25,uM of MDA mM-1
26,103225525,10449418,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC(=C3O)CC4=CC=CC=C4O,Unspecified,,,,DD,=,0.35,uM of MDA mM-1
27,103225526,11740241,COC1=CC(=C(C=C1)CC2=C(C3=C(CC4=C(C3=O)C(=CC=C4)O)C=C2)O)OC,Unspecified,,,,DD,<,0.15,uM of MDA mM-1
28,103225611,10022396,COC1=CC(=C(C=C1)OC)CC2=C(C3=C(CC4=C(C3=O)C(=CC=C4)O)C=C2)O,Unspecified,,,,DD,<,0.15,uM of MDA mM-1
29,103225791,10337672,COC1=CC=C(C=C1)CC2=CC3=C(C(=C2)O)C(=O)C4=C(C3)C=CC=C4O,Unspecified,,,,DD,<,0.15,uM of MDA mM-1
30,103225807,10471814,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=C(C=C3O)C(=O)C4=CC=CC=C4,Unspecified,,,,DD,=,1.97,uM of MDA mM-1
31,103225810,10339371,COC(=O)C1=CC=CC=C1CC2=C(C3=C(CC4=C(C3=O)C(=CC=C4)O)C=C2)O,Unspecified,,,,DD,<,0.15,uM of MDA mM-1
32,103225811,10428583,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC(=C3O)CC4=CC=C(C=C4)C(=O)O,Unspecified,,,,DD,<,0.25,uM of MDA mM-1
33,103226144,10042373,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC(=C3O)CC4=CC=C(C=C4)O,Unspecified,,,,DD,=,0.38,uM of MDA mM-1
34,103226145,9865299,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC(=C3O)CCCC4=CC(=C(C(=C4)O)O)O,Unspecified,,,,DD,=,2.97,uM of MDA mM-1
35,103226146,10451147,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC(=C3O)CCCC4=CC=C(C=C4)O,Unspecified,,,,DD,<,0.15,uM of MDA mM-1
36,103226191,10020642,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC(=C3O)CC4=CC(=C(C=C4)O)O,Unspecified,,,,DD,=,1.82,uM of MDA mM-1
