PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Average Inhibition at 12.3 uM,Standard Deviation,Inhibition at 12.3 uM [1],Inhibition at 12.3 uM [2],Inhibition at 12.3 uM [3]
RESULT_TYPE,,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,Normalized percent inhibition of the primary screen at a compound concentration of 12.3 micromolar.,Standard deviation derived from the normalized percent inhibition of the triplicate data for each compound,Percent inhibition of the confirmatory screen at a compound concentration of 12.3 micromolar.,Percent inhibition of the confirmatory screen at a compound concentration of 12.3 micromolar.,Percent inhibition of the confirmatory screen at a compound concentration of 12.3 micromolar.
RESULT_UNIT,,,,,,,,PERCENT,NONE,PERCENT,PERCENT,PERCENT
112,4260231,1254523,COC1=CC=CC=C1C(=O)NC2=CC=CC=C2N3CCN(CC3)S(=O)(=O)C,Inactive,9,,,8.8,2.77201,6.93667,6.74203,12.7173
113,24817011,1487004,C1COCCN1C(=O)C2=C(SN=N2)S(=O)(=O)C3=CC=C(C=C3)Cl,Inactive,9,,,8.79,1.13368,7.4259,8.75668,10.2021
114,17514699,4390735,COC1=C(C=C(C=C1)S(=O)(=O)N2CCC(CC2)C(=O)OCC(=O)C3=CC=CC=C3)[N+](=O)[O-],Inactive,9,,,8.79,2.43117,11.9291,6.00429,8.44683
115,49714200,5297076,CC1=NC=CN1CCCNC(=O)C2=NC(=NO2)CN3C=C(C=N3)[N+](=O)[O-],Inactive,9,,,8.63,1.19634,9.54794,9.40308,6.9408
116,85302187,3188472,CC1=CC=C(O1)C(C(=O)NC2CCCCC2)N(CC3=CC=CO3)C(=O)C4COC5=CC=CC=C5O4,Inactive,9,,,8.59,2.34389,5.69688,8.62761,11.4378
117,144089319,53464100,C1CN(CCC1C(C2=CC=CC=C2)(C3=CC=CC=C3)O)CCCNC4=CC=C(C=C4)[N+](=O)[O-],Inactive,9,,,8.56,4.95955,5.70671,15.5393,4.44433
118,14738640,9551514,COC1=CC=C(C=C1)OCCN2C=C(C3=CC=CC=C32)/C(=N/O)/N,Inactive,9,,,8.53,1.93355,6.40975,11.0873,8.10476
119,49829243,8031245,CCN1C2=C(C(=O)N(C(=N2)C)CC(=O)NC3=CC(=CC=C3)Cl)SC1=S,Inactive,9,,,8.53,1.19732,10.134,8.17836,7.26333
120,14742373,3715401,CC1CCN(CC1)C(=O)C2=C(C3=C(C=C2)C(=O)C4=CC=CC=C4C3=O)NCCO,Inactive,9,,,8.51,0.958207,7.16548,9.31734,9.05311
121,17401369,5206893,CNC(=S)N(CC1=CC=C(C=C1)OC)C2CC(=O)N(C2=O)C3=CC=C(C=C3)Cl,Inactive,9,,,8.49,0.636896,8.25046,7.85972,9.36308
122,7972505,2884071,CC(C)C(C(=O)NCC(=O)OC(C)(C)C)NC(=O)OCC1=CC=CC=C1,Inactive,9,,,8.45,1.34258,7.50099,7.49075,10.3439
123,47194131,2841866,CC(C1=CC=CC=C1)NC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3,Inactive,9,,,8.44,2.76564,6.90558,6.08995,12.3219
124,49666452,2765106,CN(C1C(COC2=C1C3=CC=CC=C3C=C2)CO)C(=O)C4=CC=CC=C4,Inactive,9,,,8.43,3.58268,9.67094,3.55523,12.0636
125,14727373,20843060,COC1=CC=CC=C1C2=CN=NC(=N2)N/N=C/C3=CC=C(O3)C4=CC(=CC=C4)Br,Inactive,9,,,8.38,2.58042,5.08142,11.3817,8.67094
126,49829430,6471347,COC1=C(C=C(C=C1)S(=O)(=O)NCCCN2CCOCC2)F,Inactive,9,,,8.36,3.47195,13.123,7.01454,4.94434
127,17402915,1486024,C1=CC(=CC(=C1)Cl)CN2C=C(C=C(C2=O)[N+](=O)[O-])C(F)(F)F,Inactive,9,,,8.36,4.22993,3.32403,8.07325,13.6735
128,49665906,1486801,COC1=CC=C(C=C1)C2=NNC(=C2)C3CCNCC3,Inactive,9,,,8.33,5.0474,8.96099,1.85084,14.1653
129,144091563,54669687,CC(CCN1CCC(CC1)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)OC4=CC(=CC(=C4)C#N)F,Inactive,9,,,8.31,1.29261,8.82874,6.53182,9.56759
130,56315703,24979112,CCOC1=CC=C(C=C1)OCCCC(=O)NNC(=O)C2=CC=NC=C2,Inactive,9,,,8.26,2.08097,7.24695,11.1645,6.38147
131,47197488,2966044,COC1=CC(=CC(=C1O)C(C2=C(NC3=CC=CC=C32)C(=O)O)C4=C(NC5=CC=CC=C54)C(=O)O)Cl,Inactive,9,,,8.21,0.794854,8.31766,9.11928,7.18187
132,24836713,786267,CC1=NN(C(=C1)N)C2=CC=C(C=C2)[N+](=O)[O-],Inactive,9,,,8.19,1.44007,6.18059,9.48528,8.90132
133,4246066,3240457,CN(CCNC(=O)C1CCN(CC1)S(=O)(=O)C2=CN=CN2)CC3=CC=CC=C3,Inactive,9,,,8.09,2.36804,11.0216,5.22195,8.03784
134,4259764,2219904,CC(C)N(CC1=NC(=NO1)C2=CC=CC=C2)C(=O)CN(C)S(=O)(=O)C3=CC=CC=C3,Inactive,9,,,8.08,4.09207,5.03001,13.8678,5.35354
135,24784890,16188551,CC(C)C(C(=O)NCCCN1CCCCC1)NC(=O)C2CCC(CC2)C(C)(C)C,Inactive,9,,,8.08,1.4073,6.24957,9.67397,8.30438
136,17505082,1048809,CC1=CC(=CC=C1)NC(=O)CN2C3=CC=CC=C3C(=C2O)N=NC(=O)C4=CC=CC=C4O,Inactive,9,,,8.02,1.30029,9.6467,7.95656,6.4637
137,17403655,3146194,CC1=CC(=CC=C1)N=NC2=C(NN=C2N)C3=CC=C(C=C3)Cl,Inactive,9,,,8,5.06057,0.859805,11.9304,11.2245
138,17387852,4155575,CC1CC2=CC=CC=C2N1C(=O)CN3C=C(C=N3)[N+](=O)[O-],Inactive,9,,,7.98,1.82989,5.53376,9.93611,8.46483
139,26669782,135400682,C1CC(=C(C(=O)C1)N=NC2=CC=C(C=C2)C(=O)O)O,Inactive,8,,,7.96,2.71029,4.18473,9.2671,10.4249
140,49675225,2329566,CC(C)(CNC(=O)C1=CC(=CC=C1)S(=O)(=O)N(C)C)CNC(=O)C2=CC(=CC=C2)S(=O)(=O)N(C)C,Inactive,8,,,7.9,2.11965,5.17646,10.348,8.16129
141,3717650,2669375,COC1=CC(=C(C=C1C(=O)OC2=CC3=C(C=C2)OCO3)OC)OC,Inactive,8,,,7.89,3.36829,10.5288,10.0049,3.13605
142,4257986,973953,COC1=CC=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)SC,Inactive,8,,,7.89,2.32385,4.74189,10.2832,8.64035
143,4264618,1263007,C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)S(=O)(=O)NCC3=CC=CO3,Inactive,8,,,7.84,4.38738,5.13451,4.35277,14.026
144,24790544,3211284,C=CCN(C(C1=CN=CC=C1)C(=O)NC2CCCCC2)C(=O)CNC(=O)C3=CC=CS3,Inactive,8,,,7.84,3.76404,11.4527,9.41391,2.64625
145,7977559,5337535,C1=CC=C(C=C1)/C=C/C=N/N2C=NN=C2,Inactive,8,,,7.79,1.11761,7.04353,9.36646,6.95052
146,22413815,899773,CC1=CCN2C(=O)C3=CC=CC=C3C(=O)N2C1,Inactive,8,,,7.77,5.11563,14.2832,1.78652,7.23645
147,856482,5417926,C1CCN(CC1)/C(=N\O)/P(=O)(N2CCOCC2)N3CCOCC3,Inactive,8,,,7.73,0.663215,6.94388,8.56644,7.68571
148,22405377,15945046,C1=CC(=CC=C1N=C(N)N=C(N)N)SC(F)(F)F.Cl,Inactive,8,,,7.73,3.07086,10.1076,9.68026,3.39015
149,4249225,3243209,CN1C=C(C(=O)C2=C1C=CC(=C2)S(=O)(=O)N3CCCCC3)C(=O)OC,Inactive,8,,,7.7,1.50938,6.59338,6.67652,9.83602
150,7969948,4093049,CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)CN3CCN(CC3)C4=CC=C(C=C4)OC)CCC5=CC=CC=C5,Inactive,8,,,7.65,2.69716,7.28313,4.53843,11.1152
151,24822758,9582306,CC1=NN=C(N1N)N/N=C/C2=CC=C(C=C2)[N+](=O)[O-],Inactive,8,,,7.63,2.29295,7.93593,10.277,4.68507
152,4250458,3244264,CCOC(=O)N1CCC(CC1)NC(=O)CCN2C(=O)C3C4CC(C3C2=O)C=C4,Inactive,8,,,7.62,0.684476,6.85296,8.51546,7.49623
153,17516247,9661422,CC(C)/C(=N/NC1=C(C=C(C=C1)S(=O)(=O)NC2=CC=CC=C2OC)[N+](=O)[O-])/C,Inactive,8,,,7.61,1.46899,9.25685,7.89425,5.69142
154,51087844,3483852,C1=CC2=C(C=CC=C2S(=O)(=O)C3=C(C=CC(=C3)O)O)C(=C1)S(=O)(=O)C4=C(C=CC(=C4)O)O,Inactive,8,,,7.59,2.32429,7.58745,10.4425,4.74917
155,14744196,4083896,C1C2CC3CC1CC(C2)(C3)C(=O)NC4=NC(=CS4)COC5=CC=CC=C5,Inactive,8,,,7.55,2.65345,6.74024,11.1239,4.77623
156,24787249,3542278,CS(=O)(=O)N(CC(=O)NC1=CC=CC=C1C(=O)N2CCCC2)C3=CC4=C(C=C3)OCO4,Inactive,8,,,7.51,0.818248,7.40862,6.55742,8.55448
157,22404497,3937862,CC1=CC=CC=C1NC2=NN=C(S2)SC(C3=CC=CC=C3)C(=O)NC4=CC(=CC=C4)OC,Inactive,8,,,7.5,2.2087,10.3353,4.94853,7.2063
158,17517160,12006280,CN(C)S(=O)(=O)C1=C(C=CC(=C1)NC(=O)[C@H](CC2=CC=CC=C2)N3C(=O)C4=CC=CC=C4C3=O)Cl,Inactive,8,,,7.43,4.59026,10.0256,11.2905,0.982464
159,17413254,2870878,CC1=CC=C(C=C1)NC(=O)C2=NN(C=C2[N+](=O)[O-])C34CC5CC(C3)CC(C5)C4,Inactive,8,,,7.42,1.14192,5.95298,7.57302,8.73773
160,14725389,3087712,CC1=NC(=C(N1CC2=CC(=C(C=C2)OC)[N+](=O)[O-])SCC(COC)O)[N+](=O)[O-],Inactive,8,,,7.4,2.995,5.8304,4.7866,11.5972
161,17516789,4668547,CN(C1=CC=CC=C1)C2=C(C(=O)C3=CC=CC=C3C2=O)NC(=O)C4=CC=C(C=C4)Cl,Inactive,8,,,7.39,0.806803,6.34391,8.30526,7.53438
162,14742456,763503,C1CN=C(C=C(N1)C(F)(F)F)C2=CC=C(C=C2)Cl,Inactive,8,,,7.37,1.11873,8.63657,5.91687,7.56732
163,860040,661347,CC1=CC=C(C=C1)N2C(=O)CC(C2=O)CN3C(=CC(=N3)C)C,Inactive,8,,,7.37,2.17971,4.64651,9.98219,7.48184
164,7973993,788149,CCOC(=O)/C(=C\1/C=CN(C=N1)C2=CC=CC=C2)/C#N,Inactive,8,,,7.32,4.56905,3.49182,4.73172,13.7445
165,17402722,1481709,C1OC2=C(O1)C=C(C=C2)C3=NN(C=C3)CC4=CC(=C(C=C4)Cl)Cl,Inactive,8,,,7.32,1.32971,5.84944,9.07002,7.03845
166,85148637,4021,CC1=NN(C(=O)C1)C2=CC=CC=C2,Inactive,8,,,7.27,1.50543,8.98571,5.32175,7.51434
167,17413220,1996177,CCN1C(=O)C2=C(N=C3CCCCC3=C2)N=C1SCC(=O)NC4=CC=C(C=C4)C(=O)C,Inactive,8,,,7.26,1.6233,7.88392,5.03721,8.86474
168,856993,658353,COC1=CC=CC=C1N2C=NC(=C2C(=O)C3=CC=CC=C3)N,Inactive,8,,,7.25,1.87345,4.69639,9.14466,7.89715
169,24828629,16196089,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=C(C=C3)Br)CSC(=[NH2+])N.[Cl-],Inactive,8,,,7.25,1.95677,5.33956,9.93567,6.45988
170,24782083,5730249,C1CC2CC1CC2NC(=O)/C=C/C3=CC=C(C=C3)[N+](=O)[O-],Inactive,8,,,7.23,0.932104,8.30277,7.36724,6.03132
171,49647168,24747653,CCCCCCCCCCOC(=O)CN1C2=CC=CC=C2[N+](=C1COC3=CC=C(C=C3)Cl)C.[Cl-],Inactive,8,,,7.21,0.445342,6.64426,7.25389,7.7325
172,14728280,1798821,CCOC(=O)/C(=C\OCCOC1=C(C=C(C=C1)Cl)Cl)/C2=CC=CC=C2,Inactive,8,,,7.2,1.20336,5.53891,8.34597,7.72131
173,99456267,46943726,CC1(CC2=C(C=CN=C2O1)C3=CC=C(C=C3)C(=O)N)C(=O)NC4=CC(=CC=C4)NS(=O)(=O)C,Inactive,8,,,7.18,1.45932,6.17746,9.24436,6.12067
174,49643606,2930812,CC(=O)OC(C1=CC=CC=C1)C(=O)NC2=NC=CS2,Inactive,8,,,7.16,1.66438,5.1233,9.20014,7.14498
175,121283975,51359510,C1CCC(CC1)CN2[C@H](CN(C2=S)[C@@H](CC3=CC(=CC=C3)O)CN4CCC[C@@H]4CN5[C@H](CNC5=S)CC6=CC=CC=C6)CC7=CC=C(C=C7)O,Inactive,8,,,7.14,0.149357,6.96663,7.33114,7.12183
176,26728118,2806337,COC(=O)C1=CC(=CC=C1)NC(=O)NC2=C(C=C(C=C2)Cl)Cl,Inactive,8,,,7.14,1.67313,6.19702,9.48528,5.72272
177,49667558,4322160,C1=CC=C(C(=C1)C2=NNN=N2)N=NC3=C(C=C(C=C3)O)O,Inactive,8,,,7.13,1.09273,5.6328,8.2081,7.55218
178,124755248,53301093,COC(=O)[C@]12CCCCC=C1N(C(=O)[C@@H](C2)CC(=O)N3CCC(CC3)C4=CC=CC=C4)CC5=C(C=C(C=C5)Cl)Cl,Inactive,8,,,7.11,5.10601,4.87454,2.28893,14.1792
179,14729614,9550010,CCCCCCC1CC(OC1=O)CSC(=N)N.Br,Inactive,8,,,7.1,3.96547,2.08236,11.7775,7.44512
180,26666101,1970500,COC1=CC=C(C=C1)CN2CCOCCOCCOCC2,Inactive,8,,,7.1,3.44053,7.74461,10.9536,2.60044
181,144091540,33995287,COC(=O)C1=CC(=CC=C1)OC[C@H](CN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,Inactive,7,,,7.09,0.676216,6.26276,7.91905,7.07591
182,22413996,849362,CC(C)(C)C1=CC(=O)N(N1)C2=CC=CC=C2,Inactive,7,,,7.01,2.18402,4.84268,6.19154,10.0004
183,22416030,2934819,CCC(C)NCCCCOC1=C(C=C(C=C1)Cl)C.C(=O)(C(=O)O)O,Inactive,7,,,6.99,1.23171,5.95924,6.29523,8.72383
184,46500501,5461560,CCOC(=O)C1=C(N(C(=O)NC1C2=CC=CC=C2OS(=O)(=O)C3=CC=C(C=C3)[N+](=O)[O-])CCCC(=O)O)C,Inactive,7,,,6.99,6.08696,-1.50168,10.0168,12.4565
185,49671695,2433855,CCCN1C(=O)C2=C(N=C1SCC(=O)NCC)SC3=C2CCC3,Inactive,7,,,6.98,3.58366,12.0456,4.47665,4.41081
186,47193544,2998834,CCN(CC)S(=O)(=O)C1=CC=CC(=C1)C2=NN=C(N2CCC3=CC=CC=C3)SCC(=O)N,Inactive,7,,,6.93,2.51918,3.50333,9.48018,7.82074
187,849853,135406347,C1CN(CCC1C2=NC3=C(C(=O)N2)N=NN3CC4=CC=CC=C4)C(=O)CC5=CC=CS5,Inactive,7,,,6.92,1.32942,8.45721,7.09834,5.21494
188,57260585,16314507,C1CC1NC(=O)C2=CC=CC=C2NC(=O)CN3CCN(CC3)S(=O)(=O)C4=CC=C(C=C4)C#N,Inactive,7,,,6.91,1.59869,8.57727,7.39978,4.75413
189,22405982,2303073,C[C@@H](C(=O)OC)NC(=O)/C=C/C1=CC=C(C=C1)OC,Inactive,7,,,6.86,2.20829,9.87672,6.05462,4.65084
190,14722798,3219589,C1CC(N(C1)S(=O)(=O)C2=CC=C(C=C2)F)C(=O)NCCC3=CC=CC=C3,Inactive,7,,,6.83,3.32324,3.3338,11.297,5.85329
191,14723827,3146745,CCOC(=O)C1C(CC(=O)N1)C2=CC=CC=C2,Inactive,7,,,6.83,4.35145,4.07429,12.9686,3.43448
192,856347,657714,CC1=C(NC(=C1C(=O)OC)C)C(=O)C,Inactive,7,,,6.8,0.531702,6.19863,7.49067,6.70274
193,24779575,9627159,CN(C)C1=C(C=C(C=C1)/C=N/NC(=S)N)[N+](=O)[O-],Inactive,7,,,6.77,1.98297,9.004,4.18619,7.1302
194,865167,666417,CN1C2=C(C=C(C=C2)S(=O)(=O)N3CCN(CC3)C4=CC=CC=C4)OC1=O,Inactive,7,,,6.75,1.29885,7.0242,8.19067,5.04404
195,17414742,1616139,CC1=C(C=C(C=C1)NC(=O)CCC(=O)OCC(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)[N+](=O)[O-])C,Inactive,7,,,6.73,1.30553,6.17951,5.47435,8.52821
196,92764245,381594,C1=CC2=C(C(=O)C(=CC2=O)NCCC3=CC(=C(C(=C3)Br)O)Br)N=C1,Inactive,7,,,6.72,2.16544,3.77885,8.923,7.47095
197,24825267,2509472,CC(C)CN1C(=O)C(=O)N(C1=O)CC(=O)NC2=C(C=CC(=C2)Cl)OC3=CC=CC=C3,Inactive,7,,,6.71,3.14986,6.07948,3.20509,10.8432
198,87335704,135484714,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)NC(=O)NNC(=O)C3=CC=NC=C3,Inactive,7,,,6.64,2.20559,9.75122,4.89053,5.27852
199,24795147,2770902,CC(=O)N1CCC2=CC=CC=C2C1CC(=O)O,Inactive,7,,,6.64,4.53217,7.94223,0.553753,11.4237
200,49723101,16017230,CN1C(=CC(=NS1(=O)=O)C2=CC=CS2)C(=O)NC3=CC(=CC=C3)O,Inactive,7,,,6.63,1.19579,5.74266,5.8265,8.3202
201,89855047,44825536,CN(CCC1=CC=CC=C1)C(=O)C2=CC=C(C=C2)NC(=O)CC3=CC=C(C=C3)NC(=O)C4CCN(CC4)C(=O)C5CCCC5,Inactive,7,,,6.63,1.38092,6.72259,4.89081,8.26935
202,17504060,3521510,CCC(C)(C1=NN=NN1C2=C(C=CC=C2C)C)N(C3=CC=CC=C3Cl)N=O,Inactive,7,,,6.59,1.24429,5.84944,5.57989,8.34387
203,26731722,3721614,C1=COC(=C1)C(=O)NNC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])N,Inactive,7,,,6.58,2.54062,4.38246,5.20903,10.1375
204,89854429,261765,CC(=O)N(C)C1=CC=C(C=C1)N=NC2=CC3=C(C=C2)N=CC=C3,Inactive,7,,,6.5,0.946396,7.13057,7.20704,5.16228
205,16953399,2118495,CC(C)(C)C1CCC(CC1)C(=O)NC2=CC=CC=C2,Inactive,7,,,6.46,2.17746,6.35538,9.18461,3.8543
206,24810351,16193068,CC1=CC(=CC=C1)NC2=C(C(=O)OC2OC(C)C)Cl,Inactive,7,,,6.46,3.39115,9.79048,1.80579,7.78133
207,92763962,266923,C1=CC2=C(C(=O)C(=C(C2=O)N)Br)N=C1,Inactive,7,,,6.44,1.26229,4.65375,7.31549,7.34716
208,16952919,2380062,CC1=CC=C(C=C1)C2=N/C(=C\N(C)C)/C(=O)O2,Inactive,7,,,6.44,0.134739,6.36,6.62576,6.3234
209,17513227,716376,C1=CC=C(C(=C1)CN2C=NC(=N2)[N+](=O)[O-])Cl,Inactive,7,,,6.43,2.07542,9.34091,5.26715,4.67028
210,144094517,60157830,CCOC(=O)[C@]12CCCC=C1N(C(=O)[C@@H]2CC(=O)NCC3=CC=C(O3)C)CCCOC,Inactive,7,,,6.42,1.84628,4.68029,8.97525,5.60125
211,26730637,2738953,CC1=C(C(=NO1)C)NC(=O)NC(C2=CC=CC=C2)C3=CC=CC=C3,Inactive,7,,,6.41,3.48528,6.41048,2.14242,10.6796
212,26727572,297153,COC1=CC=C(C=C1)C(CC(=O)C2=CC=CC=C2)CC(=O)C3=CC=CC=C3,Inactive,7,,,6.41,4.51568,12.2278,1.22032,5.78211
213,49735684,24793690,CCOC1=CC=C(C=C1)NC(=O)C2=CC(=CC=C2)NC3=NC4CS(=O)(=O)CC4S3,Inactive,7,,,6.39,1.6961,7.98142,4.03981,7.14781
214,50086758,3134138,CC1=NN(C(=C1C(=O)NCCCCNC(=O)C2=C(N(N=C2C)C3=CC=CC=C3)Cl)Cl)C4=CC=CC=C4,Inactive,7,,,6.39,1.76938,5.28517,4.98856,8.88148
215,3716157,2999496,CN(C)S(=O)(=O)C1=CC=C(C=C1)C(=O)N2CCCC2C3=NC4=CC=CC=C4S3,Inactive,7,,,6.34,1.05205,7.57272,5.00149,6.43631
216,4243522,3238232,CC1=CC=C(C=C1)CN2C=CC(=N2)NC(=O)C3C4CCC(C4)C3C(=O)O,Inactive,7,,,6.33,2.79778,2.78105,6.59389,9.61909
217,85271154,5239101,C1CC(OC1)CNC(=O)COC(=O)C2=CC=C(C=C2)Br,Inactive,7,,,6.33,2.10866,8.72797,3.5944,6.65503
218,7977318,2270178,C1=CC=C(C=C1)S(=O)(=O)NCCOCCNS(=O)(=O)C2=CC=CC=C2,Inactive,7,,,6.3,0.581771,6.09922,5.70706,7.08961
219,24835037,9677991,CCOC(=O)N/N=C/C1=CC=C(C=C1)OC2=CC=CC=C2,Inactive,7,,,6.28,1.02094,5.70763,7.71437,5.41863
220,144096970,54656799,CN1[C@@H]2CC[C@H](O[C@H]2COC3=C(C1=O)C=C(C=C3)NC(=O)C4=CC(=CC=C4)F)CC(=O)OC,Inactive,7,,,6.24,2.33537,5.13015,9.49451,4.10965
221,87347720,666724,CSCC[C@@H](C(=O)O)NC(=O)CCN1C(=O)C2=CC=CC=C2N=N1,Inactive,7,,,6.21,1.57662,4.36804,6.04599,8.21936
222,26668577,645638,CC1=CC=C(C=C1)N(C(C2=CC=NC=C2)C(=O)NC3CCCC3)C(=O)CCC(=O)NC4=NOC(=C4)C,Inactive,6,,,6.2,2.08051,8.17323,7.10457,3.32361
223,24804341,825507,CC1=C(C(=CC=C1)NC2=CC(=O)CC(C2)(C)C)C,Inactive,6,,,6.19,2.59077,2.97086,9.31511,6.27497
224,24838907,3238081,CCN(CC)CCCNC(=O)C1CCC(=O)N(C1C2=CC=C(C=C2)F)C3=CC=C(C=C3)OC,Inactive,6,,,6.17,2.01481,8.92709,4.16203,5.4318
225,848665,651117,C1CN(CCN1CC2=CC=CC=C2)C(=O)N3CCOCC3,Inactive,6,,,6.13,3.15788,3.32877,4.52174,10.544
226,87340444,2882558,C1COCCN1S(=O)(=O)C2=CC=C(C=C2)C(=O)NC34CC5CC(C3)CC(C5)C4,Inactive,6,,,6.1,1.46506,6.49428,7.66007,4.13787
227,17407012,1204625,C1C2CC3CC1CC(C2)C3C4=CSC(=N4)NC(=O)C5=CC6=C(C=CC(=C6)[N+](=O)[O-])OC5=O,Inactive,6,,,6.09,2.17724,4.19255,4.92806,9.13479
228,22408088,2089572,C1=CC=C(C(=C1)SCCC(=O)NC2=CC(=CC=C2)[N+](=O)[O-])Cl,Inactive,6,,,6.07,2.15938,4.12774,9.08372,5.00512
229,85200462,44201584,C1C[C@H]2COC(=O)CC/C=C\C[C@H](C(=O)N2C1)CC(=O)N[C@H](CC3=CC=CC=C3)CO,Inactive,6,,,6.07,2.69625,9.72359,5.19205,3.29694
230,49645966,24747383,C1CCC(C1)N2[C@H](C3=C(S2(=O)=O)C=CC(=C3)F)CC(=O)O,Inactive,6,,,6.07,5.42447,2.84463,13.7109,1.65543
231,24818119,5192359,C1=CC=C(C(=C1)NC(=O)CS(=O)C2=CC=C(C=C2)F)Cl,Inactive,6,,,6.06,1.28678,6.73523,7.19189,4.26267
232,24823204,135439723,CC1=NC=C(C=C1)C(=O)N/N=C/C2=CC(=C(C(=C2)OC)O)[N+](=O)[O-],Inactive,6,,,6.02,0.299009,5.7495,6.43898,5.88024
233,24812173,6401021,COC1=CC=C(C=C1)N/N=C(\C#N)/C(=N)SCC2=CC=CC=C2,Inactive,6,,,6.02,2.46894,2.54418,8.02783,7.49454
234,17504618,694053,C1=CC(=CC=C1N=NC2=C(NN=C2N)N)Cl,Inactive,6,,,6.01,0.783247,6.79249,4.93772,6.28997
235,22413520,1811598,CN(C1=CC=CC=C1)C(=O)COC2=CC=CC=C2C(=O)NCCOC3=CC=CC=C3,Inactive,6,,,5.99,0.958725,7.21758,4.8766,5.8857
236,4250151,135485412,CC1=CC=C(C=C1)CN2C3=C(C(=O)NC(=N3)C4CCN(CC4)S(=O)(=O)C5=C(C=CC(=C5)C)C)N=N2,Inactive,6,,,5.94,2.67253,9.47514,5.34801,3.01091
237,14743194,3644691,CCOC(=O)C(C(=O)C)SC1=NN(C(=S)S1)C,Inactive,6,,,5.94,0.85003,5.864,4.94154,7.01933
238,22414882,1792132,CN(C1=CC=CC=C1)S(=O)(=O)C2=CC=C(C=C2)NC(=S)NC(=O)C3CC3,Inactive,6,,,5.92,1.58701,7.18228,3.68239,6.8975
239,56315083,9116668,COC1=CC=CC=C1CCNC(=O)CN2C(=O)C3(CCCC3)NC2=O,Inactive,6,,,5.92,0.643514,5.24064,5.72687,6.78228
240,49726449,6487263,CC1=CC(=CC=C1)NC(=O)N2CCC(CC2)NC(=O)C(CC3=CC=C(C=C3)F)NC(=O)C,Inactive,6,,,5.92,1.43144,4.92501,4.88376,7.94072
241,47193452,75583,C1=C(C2=C(C(=C1O)O)C(=O)C(=O)C=C2O)O,Inactive,6,,,5.88,1.7897,8.34979,4.17602,5.10173
242,49713917,24789297,COC1=CC=C(C=C1)CNC(=O)C[C@@H]2[C@H](CN(C2=O)CC3=CC=C(C=C3)OC)CC4=CC=CC=C4,Inactive,6,,,5.86,4.00657,10.3184,0.603769,6.6678
243,93577547,45479910,CC(=O)N1C[C@@H](C=C[C@@H]1CC(=O)OC)C(C(=O)OC)C(=O)OC,Inactive,6,,,5.82,2.46507,7.51634,2.33089,7.60277
244,17402488,3701150,CC(=O)C1=CC(=C(C=C1)N2CCC(CC2)C3=CC(=NN3)C4=C(C=C(C=C4)Cl)Cl)[N+](=O)[O-],Inactive,6,,,5.79,2.22719,3.02334,8.47723,5.86413
245,24818078,341080,C1=CC=C(C(=C1)CON2C(=O)C3=CC=CC=C3C2=O)[N+](=O)[O-],Inactive,6,,,5.79,2.32466,3.56743,4.79542,8.99673
246,24780956,5347324,CCOC(=O)N1CCN(CC1)C(=O)/C(=C\C2=CC=CS2)/NC(=O)C3=CC=CS3,Inactive,6,,,5.72,4.30148,9.40703,-0.313261,8.06812
247,14732725,231841,CCOC(=O)NC1=CC=C(C=C1)NC(=O)OCC,Inactive,6,,,5.66,2.27024,2.92732,5.57255,8.48609
248,49677246,16331471,CC(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)OC)NC(=O)C2=CC=C(C=C2)C(C)(C)C,Inactive,6,,,5.64,3.28537,2.20037,4.65633,10.0652
249,17411078,3769559,CC1=CC=CC=C1CSC2=NNC(=N2)NS(=O)(=O)C3=CC=CC=C3,Inactive,6,,,5.63,1.52544,3.49061,6.46684,6.93522
250,4249120,3243114,CCN1C2=CC=CC=C2C(=CC1=O)OCC(=O)NCC3=CC=CO3,Inactive,6,,,5.57,1.30784,5.11412,7.34868,4.24341
251,17411144,4309245,CC(=O)C1=CN(C(=O)NC1=O)CCNC2=C(C=C(C=N2)C(F)(F)F)Cl,Inactive,6,,,5.55,0.741763,4.53748,5.80657,6.29809
252,24786767,307009,CCC(=O)NC1=CC=CC2=CC=CC=C21,Inactive,6,,,5.53,2.11461,8.27714,5.18503,3.13229
