PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Standard Units
24,404709902,145988665,C1=CSC(=C1)CN(C2=CC=C(C=C2)C(=O)O)S(=O)(=O)C3=CC=C(C=C3)C(=O)O,Unspecified,,,,Activity,=,93,%
25,404711120,145989444,C1=CSC(=C1)CN(C2=CC=C(C=C2)C(=O)O)S(=O)(=O)C3=CC=C(C=C3)F,Unspecified,,,,Activity,=,86.7,%
26,404711272,145989549,C1=CC=C(C=C1)CN(C2=CC=C(C=C2)C(=O)O)S(=O)(=O)C3=CC=C(C=C3)C4=CC=CC=C4,Unspecified,,,,Activity,=,96.2,%
27,404712711,145990455,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC(=CC=C2)Cl)C3=CC=C(C=C3)C(=O)O,Unspecified,,,,Activity,=,106.9,%
28,404713564,145991004,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=CC=C2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC=CC=C4,Unspecified,,,,Activity,=,88.94,%
29,404713785,145991151,CC1=CC=C(C=C1)S(=O)(=O)N(CC2CCCCC2)C3=CC=C(C=C3)C(=O)O,Unspecified,,,,Activity,=,91.4,%
30,404714390,145991533,C1CCC(CC1)CN(C2=CC=C(C=C2)C(=O)O)S(=O)(=O)C3=CC=C(C=C3)C4=CC=CC=C4,Unspecified,,,,Activity,=,57.5,%
31,404715428,145992217,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC3=CC=CC=C3C=C2)C4=CC=C(C=C4)C(=O)O,Unspecified,,,,Activity,=,96.7,%
32,404715888,145992502,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)N(CC3=CC4=CC=CC=C4C=C3)C5=CC=C(C=C5)C(=O)O,Unspecified,,,,Activity,=,78,%
33,404716054,145992605,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=C(C=C2)Cl)C3=CC=C(C=C3)C(=O)O,Unspecified,,,,Activity,=,100.5,%
34,404717040,145993245,C1COC2=C(O1)C=CC(=C2)CN(C3=CC=C(C=C3)C(=O)O)S(=O)(=O)C4=CC=C(C=C4)C5=CC=CC=C5,Unspecified,,,,Activity,=,116.9,%
35,404717602,145993587,CCCCCCN(C1=CC=C(C=C1)C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C3=CC=CC=C3,Unspecified,,,,Activity,=,105,%
36,404718671,145994201,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC(=C(C=C2)Cl)Cl)C3=CC=C(C=C3)C(=O)O,Unspecified,,,,Activity,=,97.6,%
