PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
RESULT_TYPE,,,,,,,,STRING,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Additional comments
1,461522132,162648392,CC1=C(C2=C(CC[C@@](O2)(C)CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/C(=O)NCC3=CC=C(C=C3)OC)C(=C1O)C)C,Active,,,Potential missing data,Activity,Active
2,461524301,162649884,CC1=CC(=C(C2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/C(=O)NCC3CCCCC3)C)O,Active,,,Potential missing data,Activity,Active
3,461533216,162656106,CC1=C(C2=C(CC[C@@](O2)(C)CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/C(=O)NCC3CCCCC3)C(=C1O)C)C,Active,,,Potential missing data,Activity,Active
4,461534141,162656762,CC1=C(C2=C(CC[C@@](O2)(C)CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/C(=O)NCC3=CN=CC=C3)C(=C1O)C)C,Active,,,Potential missing data,Activity,Active
